organism	ec	temperature
nocardia_fusca	1.1.1.B3	60.0
nocardia_fusca	1.1.1.B3	65.0
thalictrum_flavum	4.2.1.78	37.0
thalictrum_flavum	4.2.1.78	42.0
thalictrum_flavum	4.2.1.78	45.0
meiothermus_taiwanensis	3.4.21.53	55.0
trygonorrhina_fasciata	2.8.2.32	30.0
mugil_cephalus	3.3.2.9	30.0
phaseolus_vulgaris	4.2.1.47	37.0
phaseolus_vulgaris	3.5.3.9	30.0
phaseolus_vulgaris	3.5.3.9	35.0
phaseolus_vulgaris	3.5.3.9	40.0
phaseolus_vulgaris	2.5.1.18	37.0
phaseolus_vulgaris	3.1.3.63	25.0
phaseolus_vulgaris	2.7.1.90	25.0
phaseolus_vulgaris	3.1.3.26	37.0
phaseolus_vulgaris	3.1.3.26	50.0
phaseolus_vulgaris	2.4.1.82	37.0
phaseolus_vulgaris	3.2.1.14	37.0
phaseolus_vulgaris	3.2.1.14	40.0
phaseolus_vulgaris	2.4.1.207	25.0
phaseolus_vulgaris	2.4.1.207	30.0
phaseolus_vulgaris	2.4.1.207	37.0
phaseolus_vulgaris	2.6.1.18	33.0
phaseolus_vulgaris	3.1.1.11	50.0
phaseolus_vulgaris	3.1.1.11	60.0
phaseolus_vulgaris	3.1.1.14	35.0
phaseolus_vulgaris	2.3.1.30	30.0
phaseolus_vulgaris	2.3.1.30	30.0
phaseolus_vulgaris	4.3.2.3	50.0
phaseolus_vulgaris	3.1.3.72	37.0
phaseolus_vulgaris	2.3.1.74	40.0
phaseolus_vulgaris	2.4.1.18	25.0
phaseolus_vulgaris	2.4.1.18	30.0
phaseolus_vulgaris	3.2.1.4	35.0
phaseolus_vulgaris	3.2.1.4	45.0
phaseolus_vulgaris	6.3.1.2	37.0
phaseolus_vulgaris	6.3.1.2	37.0
phaseolus_vulgaris	6.3.1.2	45.0
phaseolus_vulgaris	2.6.1.45	30.0
phaseolus_vulgaris	2.6.1.45	30.0
phaseolus_vulgaris	3.1.3.2	30.0
phaseolus_vulgaris	3.1.3.2	30.0
phaseolus_vulgaris	1.4.1.14	30.0
phaseolus_vulgaris	2.1.3.3	40.0
phaseolus_vulgaris	2.4.1.123	30.0
phaseolus_vulgaris	3.2.1.28	37.0
phaseolus_vulgaris	2.1.1.13	31.0
phaseolus_vulgaris	2.1.1.13	39.0
phaseolus_vulgaris	3.5.2.5	60.0
phaseolus_vulgaris	3.4.22.34	30.0
phaseolus_vulgaris	3.4.22.34	30.0
phaseolus_vulgaris	2.4.2.40	25.0
phaseolus_vulgaris	2.4.2.40	27.0
phaseolus_vulgaris	2.4.2.40	27.0
phaseolus_vulgaris	3.1.1.26	35.0
phaseolus_vulgaris	2.3.2.2	37.0
phaseolus_vulgaris	6.3.2.23	30.0
bordetella_sp	1.1.3.6	37.0
remersonia_thermophila	3.2.1.8	65.0
alternaria_alternata	3.2.1.21	50.0
alternaria_alternata	3.2.1.23	50.0
alternaria_alternata	1.10.3.1	30.0
alternaria_alternata	3.2.1.80	55.0
arthrobacter_pyridinolis	2.7.1.5	22.0
tagetes_patula	3.1.1.66	30.0
haloarcula_vallismortis	1.2.1.12	45.0
haloarcula_vallismortis	2.7.1.56	37.0
haloarcula_vallismortis	2.7.1.3	37.0
haloarcula_vallismortis	4.1.2.13	37.0
haloarcula_vallismortis	4.1.2.13	41.0
allium_altyncolicum	4.4.1.4	36.0
leishmania_mexicana	3.4.22.B5	22.0
leishmania_mexicana	4.4.1.1	37.0
leishmania_mexicana	2.7.12.2	40.0
leishmania_mexicana	3.4.24.36	37.0
leishmania_mexicana	3.4.24.36	60.0
leishmania_mexicana	4.2.1.11	25.0
leishmania_mexicana	2.7.1.40	25.0
leishmania_mexicana	2.7.1.40	37.0
leishmania_mexicana	3.1.4.53	30.0
ananas_comosus	2.7.1.90	25.0
ananas_comosus	3.2.1.132	50.0
ananas_comosus	3.4.22.31	25.0
ananas_comosus	3.4.22.33	30.0
ananas_comosus	3.4.22.33	37.0
ananas_comosus	3.4.22.33	37.0
ananas_comosus	3.4.22.33	37.0
ananas_comosus	3.4.22.33	45.0
ananas_comosus	3.4.22.33	55.0
ananas_comosus	3.4.22.33	55.0
ananas_comosus	3.4.22.33	59.0
ananas_comosus	3.4.22.33	59.0
ananas_comosus	3.4.22.33	70.0
ananas_comosus	3.4.22.32	25.0
ananas_comosus	3.4.22.32	25.0
ananas_comosus	3.4.22.32	25.0
ananas_comosus	3.4.22.32	25.0
ananas_comosus	3.4.22.32	25.0
ananas_comosus	3.4.22.32	37.0
ananas_comosus	3.4.22.32	37.0
ananas_comosus	3.4.22.32	37.0
ananas_comosus	3.4.22.32	45.0
ananas_comosus	3.4.22.32	60.0
ananas_comosus	3.4.22.32	60.0
ananas_comosus	3.4.22.32	60.0
ananas_comosus	3.4.22.32	60.0
ananas_comosus	3.4.22.32	62.5
ananas_comosus	4.1.1.31	30.0
ananas_comosus	3.2.1.14	50.0
ananas_comosus	3.2.1.14	60.0
ananas_comosus	3.2.1.14	70.0
streptomyces_kashimirensis	3.1.1.75	30.0
loxosceles_similis	3.1.4.41	37.0
acidovorax_facilis	3.5.5.7	65.0
acidovorax_facilis	3.5.5.1	40.0
streptomyces_mobaraensis	3.5.1.14	50.0
streptomyces_mobaraensis	3.5.1.14	55.0
streptomyces_mobaraensis	2.3.2.13	42.0
streptomyces_mobaraensis	2.3.2.13	55.0
streptomyces_mobaraensis	3.4.14.12	45.0
streptomyces_mobaraensis	3.4.14.12	50.0
streptomyces_mobaraensis	3.5.1.11	37.0
streptomyces_mobaraensis	1.4.3.11	35.0
dichelobacter_nodosus	3.4.21.62	25.0
dichelobacter_nodosus	3.4.21.62	37.0
ureibacillus_thermosphaericus	1.11.1.6	60.0
ureibacillus_thermosphaericus	1.4.1.16	50.0
ureibacillus_thermosphaericus	1.4.1.16	60.0
ureibacillus_thermosphaericus	1.4.1.16	65.0
ureibacillus_thermosphaericus	1.4.99.6	65.0
aeromonas_jandaei	4.1.2.49	30.0
polybia_paulista	3.1.1.32	37.0
pseudomonas-like_bacterium	3.2.1.81	38.0
pseudomonas-like_bacterium	3.2.1.81	43.0
sedimentibacter_hydroxybenzoicus	4.1.1.61	50.0
sedimentibacter_hydroxybenzoicus	4.1.1.63	50.0
methylobacterium_nodulans	2.7.1.90	30.0
methylobacterium_nodulans	3.5.99.7	50.0
plesiomonas_sp	3.1.8.1	30.0
ruminiclostridium_thermocellum	3.2.1.155	75.0
ruminiclostridium_thermocellum	2.3.1.47	50.0
ruminiclostridium_thermocellum	5.3.1.9	60.0
ruminiclostridium_thermocellum	3.2.1.136	70.0
ruminiclostridium_thermocellum	1.1.1.27	50.0
ruminiclostridium_thermocellum	3.2.1.55	50.0
ruminiclostridium_thermocellum	3.2.1.55	82.0
ruminiclostridium_thermocellum	3.2.1.55	82.0
ruminiclostridium_thermocellum	3.2.1.78	60.0
ruminiclostridium_thermocellum	2.7.1.78	45.0
ruminiclostridium_thermocellum	3.2.1.73	70.0
ruminiclostridium_thermocellum	3.2.1.73	70.0
ruminiclostridium_thermocellum	3.2.1.73	80.0
ruminiclostridium_thermocellum	3.2.1.73	80.0
ruminiclostridium_thermocellum	1.8.1.4	50.0
ruminiclostridium_thermocellum	3.1.1.72	25.0
ruminiclostridium_thermocellum	3.1.1.73	45.0
ruminiclostridium_thermocellum	3.1.1.73	50.0
ruminiclostridium_thermocellum	3.1.1.73	50.0
ruminiclostridium_thermocellum	3.2.1.39	70.0
ruminiclostridium_thermocellum	2.4.1.1	60.0
ruminiclostridium_thermocellum	2.4.1.1	80.0
ruminiclostridium_thermocellum	3.2.1.91	60.0
ruminiclostridium_thermocellum	3.2.1.91	60.0
ruminiclostridium_thermocellum	3.2.1.91	60.0
ruminiclostridium_thermocellum	3.2.1.91	65.0
ruminiclostridium_thermocellum	3.2.1.91	65.0
ruminiclostridium_thermocellum	5.3.1.6	65.0
ruminiclostridium_thermocellum	5.3.1.6	65.0
ruminiclostridium_thermocellum	5.3.1.6	80.0
ruminiclostridium_thermocellum	3.6.4.9	60.0
ruminiclostridium_thermocellum	2.3.1.54	22.0
ruminiclostridium_thermocellum	3.2.1.145	37.0
ruminiclostridium_thermocellum	3.2.1.145	37.0
ruminiclostridium_thermocellum	3.2.1.145	50.0
ruminiclostridium_thermocellum	3.2.1.8	30.0
ruminiclostridium_thermocellum	3.2.1.8	70.0
ruminiclostridium_thermocellum	3.2.1.8	75.0
ruminiclostridium_thermocellum	3.2.1.4	50.0
ruminiclostridium_thermocellum	3.2.1.4	60.0
ruminiclostridium_thermocellum	3.2.1.4	60.0
ruminiclostridium_thermocellum	3.2.1.4	60.0
ruminiclostridium_thermocellum	3.2.1.4	62.0
ruminiclostridium_thermocellum	3.2.1.4	70.0
ruminiclostridium_thermocellum	3.2.1.4	75.0
ruminiclostridium_thermocellum	5.4.2.2	70.0
ruminiclostridium_thermocellum	3.2.1.21	65.0
ruminiclostridium_thermocellum	3.2.1.21	65.0
ruminiclostridium_thermocellum	2.7.7.43	50.0
ruminiclostridium_thermocellum	2.7.7.43	50.0
ruminiclostridium_thermocellum	2.4.1.49	37.0
ruminiclostridium_thermocellum	2.4.1.49	37.0
ruminiclostridium_thermocellum	2.4.1.49	37.0
ruminiclostridium_thermocellum	2.4.1.49	40.0
ruminiclostridium_thermocellum	2.4.1.49	60.0
ruminiclostridium_thermocellum	2.4.1.49	60.0
ruminiclostridium_thermocellum	2.4.1.49	60.0
ruminiclostridium_thermocellum	2.4.1.20	37.0
ruminiclostridium_thermocellum	2.4.1.20	40.0
ruminiclostridium_thermocellum	2.4.1.20	60.0
ruminiclostridium_thermocellum	2.4.1.20	60.0
ruminiclostridium_thermocellum	2.4.1.20	80.0
ruminiclostridium_thermocellum	2.7.2.1	50.0
ruminiclostridium_thermocellum	3.2.1.176	60.0
ruminiclostridium_thermocellum	3.2.1.176	65.0
methanothermus_fervidus	2.7.2.3	70.0
methanothermus_fervidus	2.7.2.3	90.0
methanothermus_fervidus	5.3.1.1	70.0
methanothermus_fervidus	3.5.4.27	85.0
methanothermus_fervidus	5.99.1.3	75.0
cylindrospermopsis_raciborskii	2.1.4.1	30.0
cylindrospermopsis_raciborskii	2.1.4.1	32.0
cylindrospermopsis_raciborskii	2.1.4.1	35.0
cylindrospermopsis_raciborskii	2.1.4.1	40.0
petunia_x	2.3.1.196	22.0
petunia_x	1.2.1.44	25.0
petunia_x	2.4.1.234	43.0
petunia_x	2.4.1.234	50.0
petunia_x	1.14.13.21	30.0
petunia_x	1.14.13.88	30.0
petunia_x	1.1.1.318	28.0
petunia_x	1.1.1.319	28.0
petunia_x	1.1.1.319	28.0
petunia_x	2.4.1.296	30.0
petunia_x	2.4.1.296	30.0
petunia_x	3.2.1.23	55.0
sorghum_sp	1.2.3.4	40.0
sorghum_sp	1.2.3.4	40.0
sorghum_sp	1.2.3.4	40.0
sorghum_sp	1.2.3.4	45.0
sorghum_sp	2.7.7.27	37.0
sorghum_sp	3.2.1.2	25.0
pseudomonas_oleovorans	1.14.15.3	30.0
pseudomonas_oleovorans	1.14.15.3	30.0
alicyclobacillus_tengchongensis	3.1.1.1	60.0
pseudomonas_taetrolens	5.1.1.10	37.0
pseudomonas_taetrolens	5.1.1.10	65.0
candida_cyclindraceae	3.1.1.3	20.0
gramella_sp	3.2.1.44	20.0
asterias_rubens	2.1.1.B3	37.0
asterias_rubens	1.14.18.2	22.0
asterias_rubens	1.14.18.2	25.0
asterias_rubens	3.2.1.18	37.0
acanthocystis_turfacea	4.2.1.76	25.0
astragalus_mongholicus	4.3.1.24	40.0
pichia_kudriavzevii	1.1.1.184	30.0
cinchona_succirubra	2.4.1.181	30.0
drosophila_virilis	1.14.99.22	35.0
drosophila_virilis	1.1.1.8	30.0
drosophila_virilis	1.1.1.8	40.0
uronema_marinum	3.1.4.3	37.0
clostridium_papyrosolvens	3.2.1.74	50.0
xylosalsola_richteri	4.1.1.31	30.0
sitotroga_cerealella	3.4.21.4	37.0
rubrivivax_gelatinosus	1.3.99.27	28.0
rubrivivax_gelatinosus	1.3.99.31	28.0
rubrivivax_gelatinosus	1.3.99.31	28.0
rubrivivax_gelatinosus	1.3.99.28	28.0
rubrivivax_gelatinosus	1.14.15.9	28.0
rubrivivax_gelatinosus	4.2.1.131	30.0
rubrivivax_gelatinosus	1.3.5.6	28.0
cynanchum_gracillimum	1.13.11.58	20.0
oryza_longistaminata	3.5.1.13	50.0
mycobacterium_neoaurum	1.1.3.6	37.0
mycobacterium_neoaurum	1.1.3.6	40.0
mycobacterium_neoaurum	1.3.99.4	30.0
mycobacterium_neoaurum	1.3.99.4	30.0
gramella_forsetii	4.1.1.19	30.0
alicyclobacillus_vulcanalis	3.2.1.4	80.0
porcine_reproductive	3.4.21.114	8.0
trametes_sp	1.10.3.2	37.0
trametes_sp	1.10.3.2	45.0
trametes_sp	1.10.3.2	50.0
trametes_sp	1.10.3.2	60.0
proteus_inconstans	1.4.1.4	40.0
megathyrsus_maximus	4.1.1.31	25.0
megathyrsus_maximus	3.1.3.18	30.0
porphyra_umbilicalis	2.4.1.137	20.0
micromonospora_griseorubida	2.1.1.238	50.0
micromonospora_griseorubida	2.1.1.188	37.0
micromonospora_griseorubida	2.1.1.237	50.0
brucella_sp	1.1.1.23	30.0
brucella_sp	2.5.1.78	37.0
brucella_sp	2.7.13.3	37.0
cyberlindnera_rhodanensis	3.1.3.8	70.0
cyberlindnera_rhodanensis	3.1.3.26	70.0
hymeniacidon_perlevis	3.8.1.2	30.0
hymeniacidon_perlevis	3.8.1.2	30.0
hymeniacidon_perlevis	3.8.1.9	30.0
thermobifida_sp	3.1.1.75	50.0
lactobacillus_fermentum	3.5.1.24	37.0
lactobacillus_fermentum	3.2.1.22	50.0
lactobacillus_fermentum	3.2.1.22	55.0
lactobacillus_fermentum	3.1.1.73	37.0
lactobacillus_fermentum	3.2.1.1	50.0
lactobacillus_fermentum	5.3.1.4	65.0
lactobacillus_fermentum	4.3.1.17	45.0
lactobacillus_fermentum	4.4.1.1	37.0
lactobacillus_fermentum	3.5.1.5	20.0
lactobacillus_fermentum	3.5.1.5	65.0
brome_mosaic	3.6.4.13	37.0
helianthus_annuus	4.1.1.19	37.0
helianthus_annuus	2.7.2.3	25.0
helianthus_annuus	3.2.1.24	50.0
helianthus_annuus	3.1.1.3	50.0
helianthus_annuus	2.2.1.6	37.0
helianthus_annuus	1.2.3.4	40.0
helianthus_annuus	1.14.17.4	30.0
helianthus_annuus	1.14.17.4	30.0
helianthus_annuus	2.3.1.15	30.0
helianthus_annuus	4.3.1.25	55.0
helianthus_annuus	2.7.1.1	22.0
helianthus_annuus	1.11.1.7	40.0
helianthus_annuus	1.14.19.4	28.0
helianthus_annuus	1.5.1.19	25.0
helianthus_annuus	3.1.2.14	20.0
helianthus_annuus	3.1.2.14	22.0
helianthus_annuus	3.1.2.14	25.0
lumbricus_castaneus	3.1.1.8	20.0
eurygaster_integriceps	3.4.21.26	24.0
methylococcus_capsulatus	5.4.99.17	40.0
methylococcus_capsulatus	5.4.99.17	40.0
methylococcus_capsulatus	1.12.1.2	43.0
methylococcus_capsulatus	2.7.1.90	30.0
methylococcus_capsulatus	1.14.13.25	4.0
methylococcus_capsulatus	1.14.13.25	20.0
methylococcus_capsulatus	1.14.13.25	25.0
methylococcus_capsulatus	1.14.13.25	25.0
methylococcus_capsulatus	1.14.13.25	45.0
methylococcus_capsulatus	1.14.13.25	45.0
methylococcus_capsulatus	1.14.13.25	45.0
methylococcus_capsulatus	1.14.13.25	45.0
methylococcus_capsulatus	1.14.13.25	45.0
methylococcus_capsulatus	1.14.13.25	45.0
methylococcus_capsulatus	2.5.1.21	33.0
methylococcus_capsulatus	4.2.1.129	40.0
methylococcus_capsulatus	1.14.14.17	25.0
methylococcus_capsulatus	1.14.18.3	40.0
methylococcus_capsulatus	1.14.18.3	45.0
methylococcus_capsulatus	1.1.1.41	55.0
methylococcus_capsulatus	6.3.1.2	45.0
staphylococcus_epidermidis	3.4.24.75	5.0
staphylococcus_epidermidis	1.1.1.28	30.0
staphylococcus_epidermidis	1.1.1.28	37.0
staphylococcus_epidermidis	3.4.22.48	37.0
staphylococcus_epidermidis	3.4.21.89	37.0
staphylococcus_epidermidis	3.4.21.89	37.0
staphylococcus_epidermidis	1.1.1.27	39.0
staphylococcus_epidermidis	6.1.1.2	25.0
staphylococcus_epidermidis	1.1.1.25	25.0
staphylococcus_epidermidis	2.5.1.7	37.0
staphylococcus_epidermidis	5.99.1.3	37.0
staphylococcus_epidermidis	4.1.1.22	60.0
staphylococcus_epidermidis	3.1.1.58	37.0
octopus_vulgaris	3.2.1.51	70.0
octopus_vulgaris	3.2.1.52	55.0
octopus_vulgaris	3.2.1.52	55.0
octopus_vulgaris	3.2.1.52	60.0
pseudonocardia_sp	4.2.2.2	70.0
pseudonocardia_sp	4.2.2.2	70.0
trametes_pubescens	3.1.3.26	40.0
trametes_pubescens	1.1.99.18	30.0
trametes_pubescens	1.10.3.2	22.0
trametes_pubescens	1.10.3.2	50.0
piromyces_equi	3.1.1.73	50.0
piromyces_equi	3.1.1.73	50.0
piromyces_equi	3.1.1.73	50.0
piromyces_equi	3.1.1.73	55.0
pyrus_pyrifolia	1.14.18.1	45.0
helianthus_tuberosus	2.4.1.99	20.0
helianthus_tuberosus	2.4.1.99	34.0
helianthus_tuberosus	2.7.1.105	30.0
helianthus_tuberosus	1.1.1.34	37.0
helianthus_tuberosus	2.4.1.100	25.0
helianthus_tuberosus	1.1.2.4	25.0
phytophthora_sojae	2.7.3.4	30.0
lathyrus_sativus	2.5.1.44	37.0
lathyrus_sativus	2.3.1.58	37.0
lathyrus_sativus	4.1.1.19	45.0
leptospira_interrogans	6.4.1.3	30.0
leptospira_interrogans	2.3.1.182	37.0
leptospira_interrogans	2.3.1.182	37.0
leptospira_interrogans	2.3.1.129	30.0
leptospira_interrogans	2.3.1.129	30.0
leptospira_interrogans	3.5.1.88	60.0
lactobacillus_leichmannii	2.4.2.9	37.0
lactobacillus_leichmannii	1.17.4.2	37.0
lactobacillus_leichmannii	1.17.4.2	37.0
lactobacillus_leichmannii	1.17.4.2	50.0
lactobacillus_leichmannii	1.5.1.3	30.0
lactobacillus_leichmannii	2.5.1.17	37.0
lactobacillus_leichmannii	2.4.2.6	45.0
lactobacillus_leichmannii	2.4.2.6	55.0
streptomyces_hachijoensis	3.1.4.4	50.0
streptomyces_hachijoensis	3.1.4.3	50.0
sorbus_aucuparia	2.3.1.177	35.0
sorbus_aucuparia	2.3.1.177	35.0
sorbus_aucuparia	2.3.1.177	35.0
sorbus_aucuparia	2.3.1.220	35.0
sorbus_aucuparia	6.2.1.12	30.0
sorbus_aucuparia	6.2.1.12	37.0
sorbus_aucuparia	2.3.1.208	35.0
sorbus_aucuparia	1.2.1.28	40.0
chlorophyllum_rhacodes	1.1.99.29	65.0
chlorophyllum_rhacodes	1.1.99.29	75.0
photobacterium_aplysiae	3.2.2.27	25.0
streptomyces_flocculus	3.5.4.28	37.0
citrus_reticulata	3.1.1.11	22.0
brettanomyces_naardenensis	3.2.1.2	45.0
vinca_minor	4.3.3.2	45.0
meleagris_sp	2.4.2.31	30.0
pseudomonas_syringae	2.1.1.243	28.0
pseudomonas_syringae	2.4.1.10	60.0
pseudomonas_syringae	2.4.1.10	20.0
pseudomonas_syringae	2.4.1.10	37.0
pseudomonas_syringae	2.4.1.10	37.0
pseudomonas_syringae	2.4.1.10	50.0
pseudomonas_syringae	2.4.1.10	60.0
pseudomonas_syringae	4.2.2.3	42.0
pseudomonas_syringae	2.1.1.187	37.0
pseudomonas_syringae	6.3.2.49	35.0
pseudomonas_syringae	2.3.2.28	24.0
pseudomonas_syringae	1.14.99.58	45.0
pseudomonas_syringae	3.6.3.50	28.0
pseudomonas_syringae	3.1.3.26	40.0
pseudomonas_syringae	3.1.6.17	35.0
pseudomonas_syringae	3.5.1.97	28.0
pseudomonas_syringae	1.13.12.19	20.0
pseudomonas_syringae	1.14.11.34	20.0
pseudomonas_syringae	3.8.1.10	22.0
pseudomonas_syringae	2.3.2.7	50.0
pseudomonas_syringae	1.6.5.5	25.0
pseudomonas_syringae	1.1.1.203	37.0
pseudomonas_syringae	1.1.1.203	25.0
pseudomonas_syringae	1.1.1.203	35.0
pseudomonas_syringae	3.1.3.8	40.0
pseudomonas_syringae	6.2.1.46	25.0
pseudomonas_syringae	1.5.1.21	30.0
vinca_major	1.14.13.88	30.0
vinca_major	4.3.3.2	45.0
squalius_cephalus	2.8.2.1	20.0
chlamydia_trachomatis	1.17.4.1	22.0
chlamydia_trachomatis	1.17.4.1	22.0
chlamydia_trachomatis	1.17.4.1	25.0
chlamydia_trachomatis	1.17.4.1	37.0
chlamydia_trachomatis	3.4.21.107	37.0
chlamydia_trachomatis	6.3.1.20	37.0
chlamydia_trachomatis	6.1.1.17	37.0
chlamydia_trachomatis	6.3.5.6	37.0
chlamydia_trachomatis	6.3.5.6	37.0
lycianthes_rantonnei	1.14.13.88	30.0
acanthoscelides_obtectus	3.2.1.1	37.0
giardia_intestinalis	2.4.2.9	30.0
giardia_intestinalis	6.3.4.15	30.0
giardia_intestinalis	2.7.7.18	26.0
giardia_intestinalis	6.2.1.45	25.0
giardia_intestinalis	2.7.1.90	30.0
giardia_intestinalis	6.1.1.4	37.0
giardia_intestinalis	6.1.1.4	37.0
giardia_intestinalis	6.1.1.4	45.0
giardia_intestinalis	6.1.1.4	45.0
giardia_intestinalis	3.5.3.6	25.0
giardia_intestinalis	1.15.1.2	10.0
giardia_intestinalis	2.4.2.8	37.0
giardia_intestinalis	3.1.3.5	37.0
giardia_intestinalis	6.3.2.B4	30.0
giardia_intestinalis	2.7.11.13	30.0
giardia_intestinalis	2.7.7.1	26.0
giardia_intestinalis	2.7.7.23	37.0
giardia_intestinalis	3.1.1.32	36.5
rhea_americana	3.2.1.17	40.0
enterococcus_hirae	1.1.3.6	40.0
enterococcus_hirae	3.6.3.14	37.0
enterococcus_hirae	2.4.1.8	40.0
neptuniibacter_caesariensis	1.2.1.73	22.0
stemmadenia_tomentosa	4.3.3.2	45.0
brevibacillus_sp	3.2.1.4	50.0
brevibacillus_sp	3.5.1.24	40.0
brevibacillus_sp	3.5.1.24	40.0
brevibacillus_sp	3.5.1.24	60.0
potamotrygon_motoro	3.2.1.35	37.0
potamotrygon_motoro	3.2.1.35	40.0
vigna_aconitifolia	2.6.1.13	25.0
vigna_aconitifolia	3.1.3.2	30.0
vigna_aconitifolia	3.1.3.2	60.0
nocardia_iowensis	3.5.4.16	37.0
thermothelomyces_thermophila	3.1.1.6	53.0
thermothelomyces_thermophila	1.1.3.7	50.0
thermothelomyces_thermophila	1.14.99.54	50.0
thermothelomyces_thermophila	3.2.1.21	60.0
thermothelomyces_thermophila	3.2.1.21	65.0
thermothelomyces_thermophila	3.2.1.21	70.0
thermothelomyces_thermophila	3.2.1.21	70.0
thermothelomyces_thermophila	3.1.1.72	40.0
thermothelomyces_thermophila	3.1.1.72	53.0
thermothelomyces_thermophila	3.2.1.4	60.0
thermothelomyces_thermophila	3.2.1.4	65.0
thermothelomyces_thermophila	3.2.1.4	65.0
thermothelomyces_thermophila	3.2.1.4	68.0
thermothelomyces_thermophila	3.2.1.4	70.0
thermothelomyces_thermophila	3.1.1.B11	55.0
thermothelomyces_thermophila	3.2.1.91	70.0
thermothelomyces_thermophila	3.2.1.78	60.0
thermothelomyces_thermophila	1.17.1.9	35.0
thermothelomyces_thermophila	3.2.1.14	55.0
thermothelomyces_thermophila	3.2.1.8	55.0
thermothelomyces_thermophila	3.2.1.8	70.0
cystoclonium_purpureum	2.4.1.137	20.0
taraxacum_officinale	2.4.1.207	25.0
taraxacum_officinale	3.5.1.13	35.0
enterobacter_cancerogenus	3.5.99.7	28.0
telescopium_telescopium	2.3.1.5	25.0
onchocerca_volvulus	6.3.2.2	37.0
onchocerca_volvulus	2.7.1.108	30.0
onchocerca_volvulus	1.14.11.2	37.0
bacillus_psychrosaccharolyticus	5.1.1.1	35.0
bacillus_psychrosaccharolyticus	5.1.1.1	60.0
bacillus_psychrosaccharolyticus	5.1.1.1	60.0
bacillus_psychrosaccharolyticus	2.4.2.6	50.0
bacillus_psychrosaccharolyticus	2.4.2.6	57.0
saccharomyces_carlsbergensis	2.7.1.40	30.0
saccharomyces_carlsbergensis	2.7.4.6	25.0
saccharomyces_carlsbergensis	3.1.14.1	52.0
saccharomyces_carlsbergensis	3.1.14.1	52.0
scheffersomyces_stipitis	3.2.1.37	45.0
scheffersomyces_stipitis	3.2.1.139	60.0
scheffersomyces_stipitis	2.7.1.17	30.0
scheffersomyces_stipitis	1.1.1.14	35.0
scheffersomyces_stipitis	3.2.1.131	60.0
scheffersomyces_stipitis	4.2.1.90	30.0
scheffersomyces_stipitis	4.2.1.90	30.0
scheffersomyces_stipitis	1.1.1.2	30.0
scheffersomyces_stipitis	1.1.1.184	30.0
scheffersomyces_stipitis	1.1.1.B3	30.0
scheffersomyces_stipitis	1.1.1.173	30.0
scheffersomyces_stipitis	1.1.1.173	30.0
scheffersomyces_stipitis	1.1.1.9	35.0
lamellidens_marginalis	3.6.3.8	37.0
anaeromyces_mucronatus	3.1.1.73	37.0
anaeromyces_mucronatus	3.2.1.14	40.0
solanum_virginianum	1.1.1.34	37.0
streptomyces_yokosukanensis	4.2.1.24	45.0
pennahia_argentata	3.2.1.14	60.0
leuconostoc_lactis	2.4.1.5	30.0
streptomyces_flavogriseus	5.3.1.5	70.0
monoraphidium_minutum	2.7.1.40	25.0
monoraphidium_minutum	2.7.1.40	25.0
monoraphidium_minutum	2.7.1.40	30.0
ochromonas_malhamensis	5.4.99.8	37.0
ochromonas_malhamensis	1.1.1.34	37.0
ochromonas_malhamensis	2.4.1.97	22.5
reticulitermes_speratus	3.2.1.4	37.0
vibrio_vulnificus	2.4.1.18	30.0
vibrio_vulnificus	2.4.1.211	20.0
vibrio_vulnificus	2.5.1.31	37.0
vibrio_vulnificus	3.4.24.3	35.0
vibrio_vulnificus	4.1.1.18	30.0
clostridium_sporosphaeroides	2.8.3.12	25.0
clostridium_sporosphaeroides	4.1.3.6	50.0
pyropia_yezoensis	2.8.2.B1	25.0
pyropia_yezoensis	2.3.1.87	55.0
pyropia_yezoensis	2.7.7.4	37.0
rhinella_arenarum	3.2.1.18	37.0
rhinella_arenarum	3.2.1.18	40.0
rhinella_arenarum	1.1.1.B40	28.0
rhinella_arenarum	3.2.1.52	55.0
sphingobium_sp	1.23.1.1	45.0
sphingobium_sp	3.8.1.5	30.0
sphingobium_sp	3.8.1.5	30.0
sphingobium_sp	3.1.1.88	37.0
sphingobium_sp	3.1.1.88	40.0
sphingobium_sp	1.13.11.8	25.0
sphingobium_sp	1.13.11.8	25.0
matthiola_incana	2.4.2.51	25.0
matthiola_incana	2.4.1.295	35.0
matthiola_incana	1.1.1.219	25.0
matthiola_incana	1.1.1.219	30.0
matthiola_incana	1.14.13.21	30.0
tribolium_castaneum	3.1.1.4	30.0
tribolium_castaneum	3.5.1.23	37.0
tribolium_castaneum	3.1.1.1	25.0
rhodothermus_sp	1.15.1.1	50.0
symbiobacterium_toebii	1.4.1.4	60.0
valeriana_officinalis	4.2.3.139	30.0
alligator_mississippiensis	2.3.1.26	33.0
alligator_mississippiensis	2.3.1.26	37.0
treponema_denticola	1.15.1.2	25.0
treponema_denticola	3.4.21.B21	37.0
treponema_denticola	3.4.21.B21	37.0
treponema_denticola	3.4.21.B21	37.0
treponema_denticola	1.3.1.44	25.0
treponema_denticola	6.3.2.49	37.0
treponema_denticola	4.4.1.28	22.0
nicotiana_alata	3.1.27.1	37.0
mangifera_indica	3.1.2.14	36.0
oceanobacillus_iheyensis	3.5.1.42	65.0
