Protein-coding Genes,High Temp log2FC,High Temp FDR,,,,,,,
YGR179C,0.323498413,0.082548348,,,,,,,
YMR144W,0.275436808,0.071025752,,,,,,,
YNR010W,-0.424164093,0.060419971,,,,,,,
YBR283C,-0.32810821,0.102290601,,,,,,,
YDR249C,-0.945825133,0.06096822,,,,,,,
YHR192W,-0.404137754,0.087323812,,,,,,,
YKL204W,0.420401675,0.084424236,,,,,,,
YDR503C,-0.351846025,0.061922538,,,,,,,
YBR077C,0.257320488,0.058270598,,,,,,,
YPL269W,-0.355144373,0.055684252,,,,,,,
YMR148W,0.324971408,0.080998004,,,,,,,
YIL002C,0.367608044,0.0830409,,,,,,,
YOR267C,0.391459713,0.088189547,,,,,,,
YPR122W,0.238719437,0.094032908,,,,,,,
YNR058W,-0.722766504,0.007718609,,,,,,,
YJL161W,-0.434918682,0.033050028,,,,,,,
YMR094W,0.521237955,0.082548348,,,,,,,
YOR147W,0.242127667,0.101617779,,,,,,,
YCR075W-A,-0.899729795,0.072618142,,,,,,,
YNL002C,-0.336785345,0.081099766,,,,,,,
YPR057W,-0.264085683,0.107419926,,,,,,,
YOR045W,-0.594163047,0.072338295,,,,,,,
YDR506C,0.270321284,0.094666813,,,,,,,
YOR230W,-0.468939022,0.083281683,,,,,,,
YML013W,0.224168127,0.125776908,,,,,,,
YLL003W,0.243750069,0.07339979,,,,,,,
YLR353W,0.317047412,0.081270074,,,,,,,
YBL006C,0.33361681,0.103282958,,,,,,,
YBR212W,0.317743111,0.128553818,,,,,,,
YHR184W,0.712669206,0.048361927,,,,,,,
YKL112W,0.257131032,0.143954994,,,,,,,
YIR003W,0.242774825,0.134427914,,,,,,,
YOR208W,0.307290285,0.08182519,,,,,,,
YIR017C,0.457226577,0.094666813,,,,,,,
YBL025W,0.366718982,0.083528212,,,,,,,
YAL028W,0.364578349,0.053425892,,,,,,,
YDR046C,0.695714815,0.043783788,,,,,,,
YDL225W,0.336819279,0.124664312,,,,,,,
YGR065C,-0.314659484,0.040320782,,,,,,,
YDR307W,0.249773866,0.114573206,,,,,,,
YJR004C,0.295543958,0.108156721,,,,,,,
YDR082W,0.206254797,0.149481795,,,,,,,
YHR060W,-0.305107745,0.092016817,,,,,,,
YPL158C,0.279666301,0.064978774,,,,,,,
YLR436C,0.213554735,0.135176887,,,,,,,
YDR070C,0.38251615,0.09471022,,,,,,,
YKL049C,0.440856166,0.129801205,,,,,,,
YJL165C,0.259002157,0.149996004,,,,,,,
YLR139C,0.358821421,0.134856388,,,,,,,
YNL225C,0.22478292,0.154353769,,,,,,,
YOR304C-A,-0.538218812,0.125620209,,,,,,,
YCL051W,0.212324507,0.15648327,,,,,,,
YLL042C,-0.367492136,0.119563654,,,,,,,
YNR049C,0.242083353,0.144537998,,,,,,,
YOL117W,0.234972784,0.149738848,,,,,,,
YGR052W,-0.431061583,0.050538908,,,,,,,
YNL307C,-0.264306099,0.180958017,,,,,,,
YJL146W,0.22101341,0.177753598,,,,,,,
YMR258C,0.280154246,0.14655445,,,,,,,
YER075C,0.300592422,0.114573206,,,,,,,
YOL044W,-0.338862993,0.155880192,,,,,,,
YDL005C,0.361745383,0.158225528,,,,,,,
YBR238C,-0.440632241,0.149181073,,,,,,,
YNL314W,0.238473971,0.171905672,,,,,,,
YIL036W,0.304959694,0.165853413,,,,,,,
YDR078C,-0.628538519,0.143828163,,,,,,,
YEL048C,-0.472627718,0.136435117,,,,,,,
YML029W,0.197772539,0.186600349,,,,,,,
YDR420W,0.28304754,0.159630832,,,,,,,
YKL198C,0.29306012,0.097139057,,,,,,,
YNL086W,0.305271909,0.16163525,,,,,,,
YDR439W,0.259338459,0.178739451,,,,,,,
YGR142W,-0.3011785,0.074058313,,,,,,,
YMR157C,-0.316722124,0.178011516,,,,,,,
YER018C,0.304104363,0.10003482,,,,,,,
YKR049C,-0.211963694,0.15041812,,,,,,,
YDR391C,-0.331856285,0.125671708,,,,,,,
YJL133C-A,-0.933379983,0.108236497,,,,,,,
YLR390W,0.503017295,0.176035841,,,,,,,
YDR478W,0.317684742,0.16120884,,,,,,,
YDR206W,0.175538647,0.247496023,,,,,,,
YNL176C,0.242918479,0.215232987,,,,,,,
YGR275W,0.330374531,0.186517015,,,,,,,
YPL161C,0.219738046,0.114552859,,,,,,,
YDR370C,-0.231783801,0.161043621,,,,,,,
YHL014C,0.239908305,0.214602154,,,,,,,
YPL005W,0.220590297,0.215343234,,,,,,,
YBL039W-B,-0.474435358,0.177381105,,,,,,,
YNR057C,-0.361864542,0.07644128,,,,,,,
YIR024C,0.258015394,0.227379055,,,,,,,
YCR020W-B,-0.458369578,0.198500528,,,,,,,
YER092W,0.346270897,0.199346604,,,,,,,
YGR122W,-0.246790047,0.220351314,,,,,,,
YDR235W,-0.3243013,0.115004138,,,,,,,
YGL075C,0.289905291,0.23240913,,,,,,,
YDL110C,0.326661945,0.230065436,,,,,,,
YNL050C,0.2832286,0.225183266,,,,,,,
YOL083W,0.240740428,0.246612342,,,,,,,
YPL148C,0.28124423,0.217903322,,,,,,,
YDR369C,0.211478072,0.221392871,,,,,,,
YDL160C-A,-0.472757819,0.245587301,,,,,,,
YPL255W,0.358473982,0.25193734,,,,,,,
YJL099W,0.191052616,0.26504409,,,,,,,
YNL188W,0.21943018,0.281691541,,,,,,,
YJL131C,0.250759218,0.246193979,,,,,,,
YNL216W,0.178796723,0.290811464,,,,,,,
YBL081W,0.544419994,0.257859185,,,,,,,
YDR186C,0.279876093,0.269701034,,,,,,,
YMR066W,0.186620641,0.253388849,,,,,,,
YMR299C,0.202790723,0.285931448,,,,,,,
YDR153C,0.211366749,0.304483737,,,,,,,
YOL056W,-0.221028157,0.254643135,,,,,,,
YKL063C,0.201471383,0.250572413,,,,,,,
YBR044C,0.155308791,0.295714711,,,,,,,
YMR070W,0.407936764,0.278445493,,,,,,,
YMR198W,0.244284331,0.264188707,,,,,,,
YML115C,0.224091157,0.295625481,,,,,,,
YMR184W,-0.220797678,0.196840483,,,,,,,
YGL146C,0.193222675,0.285849967,,,,,,,
YGR120C,-0.270611001,0.305421932,,,,,,,
YDR156W,0.267142819,0.28932072,,,,,,,
YBR120C,-0.22667212,0.269014539,,,,,,,
YDL180W,0.153141313,0.314367546,,,,,,,
YJL065C,0.160878727,0.337692447,,,,,,,
YIR014W,0.229361147,0.303482083,,,,,,,
YMR204C,0.206732987,0.288976188,,,,,,,
YLR226W,-0.230962964,0.281831793,,,,,,,
YOR229W,0.240750543,0.286697815,,,,,,,
YDR285W,0.249106423,0.251247005,,,,,,,
YOR114W,-0.170293742,0.293473026,,,,,,,
YBL045C,-0.175630221,0.354271071,,,,,,,
YML066C,0.778215349,0.256466939,,,,,,,
YCR082W,0.159858968,0.364340123,,,,,,,
YLR408C,0.216665212,0.325018751,,,,,,,
YGR126W,0.331286034,0.268545643,,,,,,,
YML062C,0.226729446,0.336331471,,,,,,,
YIL146C,0.147047794,0.333260453,,,,,,,
YDL232W,-0.445216537,0.302350894,,,,,,,
YNL166C,0.187106108,0.362640372,,,,,,,
YDR494W,0.240591971,0.353303844,,,,,,,
YJR136C,-0.159122801,0.359124143,,,,,,,
YGR030C,-0.205002197,0.267553294,,,,,,,
YGR075C,-0.220635912,0.358142347,,,,,,,
YOR342C,0.260978601,0.354417508,,,,,,,
YGR161C,-0.332922721,0.305464127,,,,,,,
YHR143W,-0.246755501,0.201321871,,,,,,,
YOR019W,0.25270725,0.314141095,,,,,,,
YPR171W,0.172096418,0.37238836,,,,,,,
YDR528W,0.299249209,0.36053376,,,,,,,
YFR042W,-0.201035026,0.369305383,,,,,,,
YNR022C,-0.145126951,0.336331471,,,,,,,
YER115C,0.174231341,0.365099698,,,,,,,
YML108W,-0.175309814,0.37238836,,,,,,,
YLR199C,-0.138126265,0.377049185,,,,,,,
YIR018W,0.156757636,0.393366673,,,,,,,
YPL156C,0.200683183,0.37277663,,,,,,,
YKR037C,0.173215527,0.387743075,,,,,,,
YPL202C,0.139598145,0.38456677,,,,,,,
YJR059W,0.15309671,0.342956375,,,,,,,
YPR034W,-0.124309644,0.425002913,,,,,,,
YJL192C,0.126847066,0.424870049,,,,,,,
YLR443W,0.136553451,0.370855944,,,,,,,
YGL145W,0.11932284,0.414923913,,,,,,,
YPR114W,0.233059443,0.38456677,,,,,,,
YMR199W,0.160625125,0.38456677,,,,,,,
YGR249W,0.411989149,0.131989256,,,,,,,
YDR239C,-0.266462129,0.302720198,,,,,,,
YHR167W,-0.190772717,0.374580074,,,,,,,
YDR201W,-0.213823267,0.412517865,,,,,,,
YHL006C,-0.305425829,0.41268933,,,,,,,
YLR091W,0.175547206,0.403935984,,,,,,,
YMR134W,-0.155325491,0.372266739,,,,,,,
YNR014W,0.452566477,0.36150514,,,,,,,
YMR267W,-0.196160241,0.431199024,,,,,,,
YMR163C,-0.247876696,0.405391833,,,,,,,
YBR125C,0.1335784,0.420982944,,,,,,,
YCR043C,-0.221680965,0.370026734,,,,,,,
YDR073W,0.159974639,0.417337934,,,,,,,
YML023C,-0.183207064,0.443465114,,,,,,,
YNL077W,0.126828306,0.477903712,,,,,,,
YOR266W,-0.185080751,0.460302992,,,,,,,
YHR149C,0.163077982,0.461911173,,,,,,,
YLR257W,0.206161749,0.446444102,,,,,,,
YBR275C,0.156800414,0.450883724,,,,,,,
YJL023C,-0.30230842,0.438100568,,,,,,,
YMR086W,0.126474613,0.470877281,,,,,,,
YBL010C,0.197663534,0.463737164,,,,,,,
YKR007W,0.139134375,0.455367132,,,,,,,
YPR075C,0.134726904,0.497135583,,,,,,,
YBL031W,0.159709857,0.454627176,,,,,,,
YDL027C,-0.125231876,0.467329082,,,,,,,
YOR137C,-0.121593115,0.479764695,,,,,,,
YER147C,0.143538945,0.42820539,,,,,,,
YLR141W,0.205562197,0.444339074,,,,,,,
YBL101C,0.167149104,0.431253973,,,,,,,
YKR011C,0.188858819,0.361272249,,,,,,,
YER083C,0.124892559,0.48325323,,,,,,,
YBR098W,0.126249289,0.493610334,,,,,,,
YJR032W,-0.129813914,0.505796597,,,,,,,
YNL327W,0.166870254,0.483879382,,,,,,,
YML019W,-0.153549606,0.499495816,,,,,,,
YLR021W,-0.210320786,0.454110566,,,,,,,
YHL025W,0.159705165,0.501020531,,,,,,,
YLR329W,-0.329018314,0.518780663,,,,,,,
YDR351W,0.117412964,0.534171882,,,,,,,
YGR196C,0.105304002,0.542452742,,,,,,,
YCR086W,-0.115538228,0.564323255,,,,,,,
YLR064W,0.119437361,0.483359283,,,,,,,
YFR013W,0.087122105,0.591113565,,,,,,,
YLR233C,0.132002573,0.490864408,,,,,,,
YDR195W,0.084778877,0.587569405,,,,,,,
YOR377W,-0.131480453,0.462367069,,,,,,,
YKL176C,0.08139531,0.615750728,,,,,,,
YDR131C,0.101572119,0.57426041,,,,,,,
YDL099W,0.097001774,0.613701837,,,,,,,
YML037C,0.192836204,0.557445947,,,,,,,
YPL100W,-0.104330453,0.573235872,,,,,,,
YGR206W,-0.177935351,0.590630478,,,,,,,
YGR250C,0.102518642,0.597661504,,,,,,,
YDR279W,-0.102466236,0.592477532,,,,,,,
YLR394W,-0.1146625,0.581224288,,,,,,,
YBR180W,-0.300670098,0.539003289,,,,,,,
YEL018W,0.135890172,0.612650409,,,,,,,
YEL017W,-0.093194673,0.573140787,,,,,,,
YDR350C,0.109890757,0.595583076,,,,,,,
YPR151C,-0.104299225,0.644368808,,,,,,,
YBR272C,-0.120323978,0.626573081,,,,,,,
YHR136C,0.334851916,0.585933013,,,,,,,
YKL075C,0.087825004,0.585933013,,,,,,,
YLR385C,-0.271852151,0.556038987,,,,,,,
YLR227C,0.16210267,0.584092968,,,,,,,
YOR315W,-0.16720238,0.523774044,,,,,,,
YBR130C,-0.081675453,0.640975218,,,,,,,
YDR138W,-0.101644818,0.603755073,,,,,,,
YOR264W,0.083367087,0.607141886,,,,,,,
YPL139C,-0.083391837,0.637371223,,,,,,,
YLR369W,0.081564562,0.643829955,,,,,,,
YBR211C,0.074061649,0.679930034,,,,,,,
YPL112C,0.086238829,0.679689726,,,,,,,
YDR240C,-0.153800922,0.580152212,,,,,,,
YKR075C,-0.090407892,0.627727283,,,,,,,
YDL129W,0.16564669,0.627394626,,,,,,,
YKL048C,-0.087663746,0.662616822,,,,,,,
YAL056W,-0.074317918,0.703009252,,,,,,,
YPL245W,-0.1255199,0.661176184,,,,,,,
YIL119C,0.091471823,0.616072265,,,,,,,
YPL219W,0.080388963,0.713288754,,,,,,,
YDR380W,-0.326773806,0.540007607,,,,,,,
YPR068C,0.082821366,0.675091353,,,,,,,
YJR030C,0.089738089,0.712220551,,,,,,,
YDL176W,0.072131216,0.713288754,,,,,,,
YPR148C,0.074490898,0.742127997,,,,,,,
YCL005W,0.102474332,0.717950168,,,,,,,
YIL057C,-0.160675879,0.72477255,,,,,,,
YMR187C,-0.102278145,0.672068638,,,,,,,
YDR216W,0.101671166,0.737120499,,,,,,,
YML111W,0.063571542,0.701004622,,,,,,,
YLR287C,-0.058447074,0.722128027,,,,,,,
YDR295C,0.066968957,0.75846101,,,,,,,
YPL168W,0.062187571,0.744164055,,,,,,,
YOR026W,0.05336718,0.763415895,,,,,,,
YDL121C,-0.052530694,0.766407388,,,,,,,
YMR209C,-0.066200631,0.762248562,,,,,,,
YGR239C,0.076093312,0.755834621,,,,,,,
YPR046W,0.066703889,0.759174,,,,,,,
YDR119W-A,0.143036931,0.759934684,,,,,,,
YDL053C,0.063964338,0.77114951,,,,,,,
YKR020W,0.074351407,0.754817451,,,,,,,
YGR134W,-0.06487042,0.761509324,,,,,,,
YDR219C,-0.116182757,0.720658759,,,,,,,
YGR221C,0.091370984,0.745268829,,,,,,,
YCR020C,-0.124268279,0.742507787,,,,,,,
YML107C,-0.086646455,0.779470703,,,,,,,
YER153C,0.106540867,0.734352781,,,,,,,
YMR257C,0.049813404,0.785250869,,,,,,,
YDL211C,0.105350616,0.777225478,,,,,,,
YMR298W,0.061286457,0.717908064,,,,,,,
YGL223C,0.047830043,0.793312018,,,,,,,
YDR192C,0.054597542,0.768805589,,,,,,,
YPR109W,-0.077535399,0.789926209,,,,,,,
YPL241C,-0.0709713,0.786415607,,,,,,,
YDR317W,0.09130776,0.794996359,,,,,,,
YML011C,-0.059477299,0.818688445,,,,,,,
YNL304W,-0.059356044,0.792398764,,,,,,,
YJL147C,0.068869642,0.799914411,,,,,,,
YFR008W,0.054132916,0.804066329,,,,,,,
YHR022C,-0.153117047,0.776704802,,,,,,,
YCL063W,-0.069899557,0.811717633,,,,,,,
YJL047C,0.057597854,0.809461973,,,,,,,
YPR116W,-0.152135474,0.723214195,,,,,,,
YIL132C,0.087872074,0.809461973,,,,,,,
YER149C,0.041566439,0.821258534,,,,,,,
YNL249C,-0.064585209,0.798718032,,,,,,,
YOR078W,-0.046908571,0.82649835,,,,,,,
YGR041W,0.090912424,0.792541018,,,,,,,
YDL073W,-0.033370356,0.853074052,,,,,,,
YGR068C,-0.060625085,0.831611833,,,,,,,
YDR130C,-0.043601436,0.847812078,,,,,,,
YLR404W,-0.046145503,0.846777888,,,,,,,
YKR046C,0.0558148,0.843416893,,,,,,,
YCR069W,-0.037362883,0.861011615,,,,,,,
YAL031C,0.035416118,0.853455642,,,,,,,
YNL158W,0.045665921,0.853984601,,,,,,,
YAL059W,-0.052118743,0.85245095,,,,,,,
YDR227W,-0.059995614,0.834313905,,,,,,,
YLL038C,0.054672351,0.882098379,,,,,,,
YAL027W,-0.030965633,0.877667687,,,,,,,
YMR052W,-0.055654744,0.861892296,,,,,,,
YBR157C,0.067169766,0.856385781,,,,,,,
YPL189C-A,-0.035614896,0.865147034,,,,,,,
YPR036W-A,0.034784505,0.890105582,,,,,,,
YDR179C,-0.054033582,0.877307711,,,,,,,
YNL145W,0.047541669,0.869891512,,,,,,,
YNL311C,-0.032247729,0.879272637,,,,,,,
YLR360W,0.054319737,0.877821621,,,,,,,
YDR387C,-0.033133773,0.877821621,,,,,,,
YLR363C,0.037772992,0.880023459,,,,,,,
YHR118C,0.031508677,0.89813999,,,,,,,
YKR027W,0.028507696,0.898343286,,,,,,,
YMR252C,0.037652387,0.890105582,,,,,,,
YJR005C-A,0.083784812,0.874603996,,,,,,,
YER038C,-0.048829429,0.90460959,,,,,,,
YBR262C,-0.022480446,0.90418673,,,,,,,
YMR282C,0.024633598,0.907158527,,,,,,,
YPR083W,-0.023697891,0.923469375,,,,,,,
YBR197C,0.027533119,0.914669848,,,,,,,
YDR184C,-0.034541667,0.920600453,,,,,,,
YHR196W,0.020045692,0.931264879,,,,,,,
YMR064W,0.014322789,0.947026418,,,,,,,
YGR130C,0.017696932,0.946392435,,,,,,,
YER180C,0.019398394,0.94269691,,,,,,,
YML091C,0.017562779,0.947026418,,,,,,,
YGR251W,0.025266782,0.939744205,,,,,,,
YHR127W,-0.016930279,0.949173991,,,,,,,
YPL159C,-0.01357938,0.949239059,,,,,,,
YJR003C,-0.011630038,0.955875684,,,,,,,
YJL117W,0.009535152,0.965210772,,,,,,,
YNL254C,0.013099872,0.961653329,,,,,,,
YKL130C,-0.011791068,0.97257158,,,,,,,
YLL033W,-0.020885115,0.976653106,,,,,,,
YPL267W,0.00947949,0.980366555,,,,,,,
YDR113C,0.007131263,0.989538028,,,,,,,
YMR270C,-0.006356544,0.991460575,,,,,,,
YLR320W,0.005509798,0.991460575,,,,,,,
YER053C-A,-0.006020197,0.989868334,,,,,,,
YJR043C,-0.004883752,0.992904844,,,,,,,
YOR220W,-0.004523093,0.99565082,,,,,,,
YOL136C,-0.005096546,0.993452308,,,,,,,
YGR015C,0.004175881,0.994350819,,,,,,,
YIL137C,-0.00094208,1,,,,,,,
YGR168C,0.001024977,1,,,,,,,
YGR077C,0.000819371,1,,,,,,,
YIR016W,-0.890495444,1.405E-08,,,,,,,
YGR294W,-2.434417185,6.50248E-07,,,,,,,
YFR017C,0.897986931,0.000264832,,,,,,,
YEL049W,-2.135820567,0.001609044,,,,,,,
YPR101W,0.516364642,0.0215838,,,,,,,
YLR361C-A,0.648794181,0.042494631,,,,,,,
YKR045C,0.70943467,0.025039049,,,,,,,
YKR102W,0.46616973,0.020898507,,,,,,,
YHR105W,0.42892643,0.052950097,,,,,,,
YJR151C,0.355675807,0.033580511,,,,,,,
YPL096C-A,-0.435708434,0.080083299,,,,,,,
YFR046C,0.302076372,0.130666755,,,,,,,
YKL079W,0.184279681,0.209266946,,,,,,,
YIL152W,0.229347902,0.243173797,,,,,,,
YPL052W,-0.37867375,0.198500528,,,,,,,
YNL195C,-0.348149454,0.111234865,,,,,,,
YLR102C,0.186401896,0.323555328,,,,,,,
YKL018C-A,0.231460651,0.358963067,,,,,,,
YHR195W,0.130260271,0.424124441,,,,,,,
YKL208W,-0.208663702,0.521077719,,,,,,,
YGL057C,-0.120302703,0.57117831,,,,,,,
YOR010C,-0.229298625,0.516265945,,,,,,,
YDR260C,-0.190138703,0.638348863,,,,,,,
YNR009W,0.123472273,0.698706039,,,,,,,
YJR083C,0.072030559,0.75078116,,,,,,,
YIL040W,0.045963101,0.908275454,,,,,,,
YKL138C-A,-0.015919233,0.957507882,,,,,,,
YPL187W,2.622207491,3.68992E-14,,,,,,,
YJR115W,1.052402659,1.40422E-08,,,,,,,
YLR018C,0.59566982,0.000378416,,,,,,,
YDR357C,0.691892704,0.001958643,,,,,,,
YBR225W,0.521889487,0.006084335,,,,,,,
YHR083W,0.641154406,0.010247925,,,,,,,
YOR355W,-0.38964529,0.045916542,,,,,,,
YER150W,0.703893651,0.007122965,,,,,,,
YIL027C,-0.525655976,0.064542007,,,,,,,
YGL029W,-0.318740298,0.083371606,,,,,,,
YGL005C,0.229347249,0.104074216,,,,,,,
YKR096W,0.266522506,0.087267658,,,,,,,
YNL215W,0.401505412,0.108156721,,,,,,,
YIL077C,0.234523742,0.156285974,,,,,,,
YOR228C,-0.414046897,0.157168475,,,,,,,
YHR001W-A,-0.470645796,0.175033074,,,,,,,
YEL059C-A,-0.313566062,0.144655091,,,,,,,
YLR068W,0.457700154,0.190276275,,,,,,,
YDL173W,0.281912853,0.223364543,,,,,,,
YLL007C,-0.35234374,0.258962232,,,,,,,
YDR315C,-0.367591671,0.183398792,,,,,,,
YJR046W,0.150845815,0.309077852,,,,,,,
YNR040W,0.16723524,0.321086197,,,,,,,
YLR356W,0.208706109,0.33370929,,,,,,,
YDL123W,-0.151708645,0.371579248,,,,,,,
YBR129C,0.145272518,0.347753276,,,,,,,
YKL057C,-0.150396903,0.397609813,,,,,,,
YHR109W,-0.156314006,0.411574888,,,,,,,
YDL115C,0.138360381,0.513196225,,,,,,,
YKL096W,-0.249970788,0.414561832,,,,,,,
YGR016W,-0.267243768,0.509031291,,,,,,,
YBL043W,0.095091234,0.587569405,,,,,,,
YOL063C,-0.090036808,0.682088102,,,,,,,
YDR202C,-0.072731394,0.700526118,,,,,,,
YHR017W,0.061528252,0.709882352,,,,,,,
YGR057C,-0.124323206,0.709986924,,,,,,,
YHR197W,-0.086691208,0.730057352,,,,,,,
YLR119W,-0.075230236,0.760050276,,,,,,,
YKR004C,0.080838496,0.745268829,,,,,,,
YKR006C,0.054731035,0.802544865,,,,,,,
YKL186C,0.049405698,0.840260873,,,,,,,
YIL151C,-0.042708512,0.849230455,,,,,,,
YGR049W,-0.05125955,0.895789287,,,,,,,
YKR044W,0.032508051,0.91965527,,,,,,,
YGR166W,0.018153496,0.946430125,,,,,,,
YKR100C,-0.003555194,0.993395332,,,,,,,
YNL196C,2.298797096,1.93866E-09,,,,,,,
YNL074C,1.109736829,2.19964E-07,,,,,,,
YBR050C,0.939512382,2.00621E-06,,,,,,,
YEL033W,-1.014476037,3.63004E-06,,,,,,,
YOR177C,0.84148578,2.71299E-07,,,,,,,
YGL263W,-2.106615212,4.83225E-05,,,,,,,
YDL248W,-1.801247933,0.000379604,,,,,,,
YCL049C,-0.55964262,0.000420427,,,,,,,
YGR153W,0.88306583,0.000351456,,,,,,,
YMR017W,0.909428055,0.000378416,,,,,,,
YER035W,0.827591249,0.00114687,,,,,,,
YGR295C,-1.035849155,0.001269079,,,,,,,
YEL057C,0.793433657,7.75233E-08,,,,,,,
YKR101W,0.462017885,0.002407864,,,,,,,
YKL219W,-0.886436884,0.002586655,,,,,,,
YPR005C,0.728926159,0.000375218,,,,,,,
YOR383C,0.759021671,0.004726843,,,,,,,
YBR148W,0.711091529,0.002462623,,,,,,,
YNL336W,-1.189455824,0.003460625,,,,,,,
YFL062W,-1.438771124,0.002549554,,,,,,,
YCR005C,0.757206087,0.002185096,,,,,,,
YHR160C,0.527888474,0.005143899,,,,,,,
YHR152W,0.5732953,0.00749301,,,,,,,
YGR035C,1.469033155,0.00050552,,,,,,,
YMR255W,0.675991215,0.010791675,,,,,,,
YJL038C,1.893681426,0.001958643,,,,,,,
YKR077W,0.880838386,0.00601804,,,,,,,
YDR096W,0.480180892,0.006025804,,,,,,,
YMR251W-A,-0.529904902,0.014107927,,,,,,,
YKL105C,0.487010792,0.01810541,,,,,,,
YOR382W,0.840819714,0.00329468,,,,,,,
YDR281C,0.994305046,0.01506844,,,,,,,
YER084W,0.743646637,0.008315198,,,,,,,
YCR089W,0.575559017,0.020394615,,,,,,,
YML053C,0.453561016,0.031657603,,,,,,,
YDR461C-A,0.383897963,0.037252809,,,,,,,
YMR175W,-0.75239652,0.000744791,,,,,,,
YIR021W,-0.471892803,0.047269961,,,,,,,
YIL169C,0.65221962,0.015215864,,,,,,,
YOL015W,0.682379712,0.018792333,,,,,,,
YPL027W,1.174853358,0.017583346,,,,,,,
YLR346C,0.685846405,0.021964049,,,,,,,
YIL089W,-0.583017947,0.009555178,,,,,,,
YDL214C,-1.047309106,0.002235895,,,,,,,
YMR030W,0.33863644,0.063983971,,,,,,,
YOL131W,-1.17870133,0.020358055,,,,,,,
YMR207C,0.349985817,0.080269809,,,,,,,
YJR161C,-0.683054906,0.018645213,,,,,,,
YPR204W,0.746630133,0.043783788,,,,,,,
YLR154C,-0.32798148,0.055708256,,,,,,,
YJL217W,0.291344889,0.091893618,,,,,,,
YMR081C,0.487141673,0.02093503,,,,,,,
YHR126C,-0.750790559,0.038867819,,,,,,,
YCR007C,0.377281188,0.118359966,,,,,,,
YOR012W,0.663155324,0.105708541,,,,,,,
YPL163C,0.464579475,0.123554896,,,,,,,
YGR161W-C,0.249433292,0.13674467,,,,,,,
YPL053C,-0.245226421,0.138628187,,,,,,,
YAR028W,0.445969265,0.072032668,,,,,,,
YGR071C,0.211207151,0.159390535,,,,,,,
YOR247W,0.412633453,0.138417019,,,,,,,
YFR012W-A,0.8274652,0.098583017,,,,,,,
YOL017W,0.205261853,0.189268286,,,,,,,
YCL021W-A,0.45759878,0.157359681,,,,,,,
YAR027W,-0.228279975,0.135176887,,,,,,,
YOL128C,0.334079973,0.117598092,,,,,,,
YLL022C,0.226383115,0.200373766,,,,,,,
YDR480W,0.224325078,0.216648612,,,,,,,
YKL023W,0.389912651,0.182825925,,,,,,,
YML058W-A,-0.947770198,0.024434848,,,,,,,
YHR153C,0.488089082,0.158225528,,,,,,,
YPL017C,0.252565342,0.173109571,,,,,,,
YOR020W-A,-0.322031016,0.221392871,,,,,,,
YOL159C-A,0.495682572,0.185277431,,,,,,,
YHR157W,0.379710128,0.177733916,,,,,,,
YDR275W,-0.273567566,0.2346494,,,,,,,
YJR147W,0.406966996,0.239608371,,,,,,,
YLR046C,0.237448602,0.269014539,,,,,,,
YIL092W,0.196591248,0.332223586,,,,,,,
YBR013C,-0.409977195,0.248757648,,,,,,,
YLR373C,0.184831583,0.340616614,,,,,,,
YPR071W,-0.230724749,0.334980528,,,,,,,
YOR186W,-0.271414495,0.308870302,,,,,,,
YEL035C,0.561990656,0.242494234,,,,,,,
YPR030W,0.139793365,0.384168237,,,,,,,
YDL069C,-0.351741871,0.34580355,,,,,,,
YMR195W,0.263976223,0.303158147,,,,,,,
YBR052C,-0.204492022,0.340095364,,,,,,,
YMR174C,0.344894285,0.331866835,,,,,,,
YNR028W,0.188413749,0.435573575,,,,,,,
YLR125W,0.235246802,0.413439772,,,,,,,
YOR076C,0.129271946,0.463177891,,,,,,,
YGL053W,-0.123548727,0.44688752,,,,,,,
YJL225C,-0.440206877,0.394672504,,,,,,,
YKL065W-A,0.433200277,0.479462453,,,,,,,
YIL029C,-0.355458243,0.487701291,,,,,,,
YEL077C,0.158467559,0.513503679,,,,,,,
YKL109W,0.120713722,0.562162792,,,,,,,
YHR057C,-0.106442209,0.496910737,,,,,,,
YOR193W,0.169565861,0.496014815,,,,,,,
YPL223C,-0.216755894,0.503194658,,,,,,,
YBR126W-A,-0.174646763,0.559272574,,,,,,,
YOL155C,0.400842893,0.394958038,,,,,,,
YHR014W,0.395450266,0.521939254,,,,,,,
YEL073C,0.238688307,0.554652127,,,,,,,
YBR284W,-0.163967009,0.597608354,,,,,,,
YCL048W-A,0.246489623,0.27627541,,,,,,,
YJL181W,0.112295895,0.60434633,,,,,,,
YJL037W,0.180298429,0.606103572,,,,,,,
YBR230W-A,0.118113113,0.627423678,,,,,,,
YFR055W,-0.133228259,0.612888264,,,,,,,
YLR453C,-0.142856263,0.625954678,,,,,,,
YHR199C-A,0.108461886,0.644792546,,,,,,,
YNL046W,0.098514085,0.6569974,,,,,,,
YLR297W,-0.102071227,0.707089677,,,,,,,
YNL018C,0.322360991,0.663246141,,,,,,,
YHL048W,-0.346603487,0.707771278,,,,,,,
YFL066C,-0.172812004,0.765316891,,,,,,,
YBR063C,-0.091769431,0.798621352,,,,,,,
YEL071W,0.055285606,0.827464496,,,,,,,
YDR014W-A,-0.172024867,0.793628825,,,,,,,
YOL159C,0.071782401,0.828564662,,,,,,,
YER190W,0.165931086,0.833637814,,,,,,,
